pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,play_ids
FF,2021-09-28,95.7,-0.64,5.76,"Buehler, Walker",665487,621111,,called_strike,,,,,8,"Fernando Tatis grounds into a double play, third baseman Justin Turner to second baseman Trea Turner to first baseman Max Muncy.   Adam Frazier out at 2nd.    Fernando Tatis out at 1st.",R,R,R,LAD,SD,S,,,1,0,2021,-0.25,1.39,-0.26,1.67,,605170.0,624428.0,1,6,Top,,,,,669257,,,1.5731569447086169,-139.16789366513387,-8.336866496058255,-3.5953385593716223,30.32051527844743,-12.400025436015456,3.71,1.74,,,,96.1,2357.0,6.5,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.03,,,,,,,,46,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,200.0,0.0,-0.105,e25844ee-8e6f-41af-bc2d-afbf731e0014
FF,2021-09-28,95.2,-0.73,5.78,"Buehler, Walker",665487,621111,,ball,,,,,13,"Fernando Tatis grounds into a double play, third baseman Justin Turner to second baseman Trea Turner to first baseman Max Muncy.   Adam Frazier out at 2nd.    Fernando Tatis out at 1st.",R,R,R,LAD,SD,B,,,0,0,2021,-0.09,1.5,-1.35,2.0,,605170.0,624428.0,1,6,Top,,,,,669257,,,-1.4303292270874253,-138.67528314510446,-7.749799340184874,-0.8697478307107076,27.20286342347828,-11.29569711795834,3.65,1.64,,,,96.1,2421.0,6.5,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.04,,,,,,,,46,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,195.0,0.0,0.093,fcd878c5-ac7b-4d59-abbd-6a897f9b2fa5
FF,2021-09-28,93.8,-0.73,5.88,"Buehler, Walker",624428,621111,walk,ball,,,,,11,Adam Frazier walks.   Victor Caratini to 2nd.,R,L,R,LAD,SD,B,,,3,1,2021,-0.16,1.36,-0.57,4.22,,,605170.0,1,6,Top,,,,,669257,,,0.7767328599711355,-136.68215751835223,-1.6287010793321892,-2.222307809335145,29.711923796941036,-14.902525811122404,3.22,1.49,,,,94.2,2185.0,6.4,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.06,,,0.7,1.0,0.0,0.0,,45,5,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,200.0,-0.053,0.197,47e00772-713f-45fa-847a-41f0468c4aa6
FC,2021-09-28,91.2,-1.11,5.54,"Buehler, Walker",624428,621111,,ball,,,,,12,Adam Frazier walks.   Victor Caratini to 2nd.,R,L,R,LAD,SD,B,,,2,1,2021,0.65,0.78,1.42,2.63,,,605170.0,1,6,Top,,,,,669257,,,4.977371613693748,-132.92101218515046,-3.1799341707930147,6.831221424844214,25.55948805645907,-22.463399387681516,3.14,1.49,,,,91.8,2374.0,6.3,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.19,,,,,,,,45,4,Cutter,2,0,0,2,0,2,0,2,Infield shift,Standard,184.0,0.0,0.137,3583f2fa-b064-4317-9ec4-0701ea5c12c6
FF,2021-09-28,92.8,-1.13,5.5,"Buehler, Walker",624428,621111,,foul,,,,,9,Adam Frazier walks.   Victor Caratini to 2nd.,R,L,R,LAD,SD,S,,,2,0,2021,-0.05,1.05,0.45,2.02,,,605170.0,1,6,Top,,,,,669257,,,4.180324379203115,-135.17854257710502,-5.501929149402867,-1.4495649945907791,26.73177291040496,-18.302214497621154,3.3,1.5,4.0,90.2,-24.0,93.4,2455.0,6.4,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.11,,,,,,,,45,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,186.0,0.0,-0.061,3fe5dc63-0a08-48b4-bbcc-d253ca261364
FF,2021-09-28,95.0,-0.65,5.82,"Buehler, Walker",624428,621111,,ball,,,,,14,Adam Frazier walks.   Victor Caratini to 2nd.,R,L,R,LAD,SD,B,,,1,0,2021,-0.3,1.69,0.96,1.8,,,605170.0,1,6,Top,,,,,669257,,,4.9035656560989445,-138.0989085088522,-8.70790236539858,-4.858239758051646,29.59910900333492,-8.7699223066076,3.17,1.52,,,,95.5,2361.0,6.5,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,53.96,,,,,,,,45,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,199.0,0.0,0.07,b9ab265d-e4d1-4ed6-a5c9-208ba2489423
FC,2021-09-28,92.6,-1.07,5.57,"Buehler, Walker",624428,621111,,ball,,,,,14,Adam Frazier walks.   Victor Caratini to 2nd.,R,L,R,LAD,SD,B,,,0,0,2021,0.45,0.89,1.62,1.19,,,605170.0,1,6,Top,,,,,669257,,,5.915075929201441,-134.77177734377707,-7.425745577798936,4.473576900375907,24.67446215251648,-19.94803528101014,3.2,1.5,,,,93.4,2442.0,6.4,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.12,,,,,,,,45,1,Cutter,2,0,0,2,0,2,0,2,Infield shift,Standard,183.0,0.0,0.048,bcac36d5-85b5-4a3b-8a3d-27c4bf77da7f
FF,2021-09-28,94.4,-0.65,5.88,"Buehler, Walker",545350,621111,field_out,hit_into_play,,,,,2,Jake Marisnick lines out to right fielder Mookie Betts.,R,R,R,LAD,SD,X,9.0,line_drive,0,1,2021,-0.53,1.54,0.15,3.08,,,605170.0,0,6,Top,185.64,102.55,,,669257,,,3.299041114624965,-137.43621762642633,-5.0812538457810765,-7.464907576199689,29.01425358076245,-11.739995030035567,3.55,1.63,282.0,85.0,24.0,94.9,2320.0,6.4,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.07,0.16,0.144,0.0,1.0,0.0,0.0,3.0,44,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,192.0,0.048,-0.331,774a03dc-e1db-4122-86b9-85e73f2f3458
FF,2021-09-28,94.3,-0.79,5.82,"Buehler, Walker",545350,621111,,called_strike,,,,,6,Jake Marisnick lines out to right fielder Mookie Betts.,R,R,R,LAD,SD,S,,,0,0,2021,-0.15,1.47,0.6,2.87,,,605170.0,0,6,Top,,,,,669257,,,3.929691599702713,-137.31686199655942,-5.302251249349418,-2.6676456144106595,27.86041172135198,-12.579127160586388,3.62,1.83,,,,94.6,2406.0,6.2,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.26,,,,,,,,44,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,196.0,0.0,-0.058,d9cf6dff-4656-45c3-803d-61cf7b9db7c6
SI,2021-09-28,95.2,-1.3,5.32,"Buehler, Walker",571976,621111,grounded_into_double_play,hit_into_play,,,,,4,"Wil Myers grounds into a double play, third baseman Justin Turner to second baseman Trea Turner to first baseman Max Muncy.   Eric Hosmer out at 2nd.    Wil Myers out at 1st.",R,R,R,LAD,SD,X,5.0,ground_ball,3,2,2021,-1.44,0.91,-0.81,2.34,,,543333.0,0,5,Top,95.04,168.76,,,669257,,,4.538496810432124,-138.52802360750405,-4.206886026325332,-19.50701089316294,31.07174993938775,-19.706900862514644,3.49,1.6,5.0,82.5,-26.0,95.4,2271.0,6.4,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.11,0.066,0.059,0.0,1.0,0.0,0.0,2.0,36,6,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,213.0,0.096,-0.66,5833ce52-8665-4fef-8605-6c82c33be6fd
SL,2021-09-28,84.8,-0.86,5.57,"Buehler, Walker",571976,621111,,ball,,,,,14,"Wil Myers grounds into a double play, third baseman Justin Turner to second baseman Trea Turner to first baseman Max Muncy.   Eric Hosmer out at 2nd.    Wil Myers out at 1st.",R,R,R,LAD,SD,B,,,2,2,2021,1.17,0.39,1.83,1.15,,,543333.0,0,5,Top,,,,,669257,,,3.976532835711239,-123.5183661188211,-4.845314780845652,11.289743154518144,23.236856960839216,-27.459132011727373,3.34,1.5,,,,85.4,2582.0,6.5,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.0,,,,,,,,36,5,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,65.0,0.0,0.174,8c411e46-3672-465a-97df-e3b50d26e875
SL,2021-09-28,84.2,-0.8,5.66,"Buehler, Walker",571976,621111,,ball,,,,,14,"Wil Myers grounds into a double play, third baseman Justin Turner to second baseman Trea Turner to first baseman Max Muncy.   Eric Hosmer out at 2nd.    Wil Myers out at 1st.",R,R,R,LAD,SD,B,,,1,2,2021,1.29,0.37,1.69,1.95,,,543333.0,0,5,Top,,,,,669257,,,3.243132922089647,-122.66897466630792,-3.0236024475116503,12.514130890899596,22.6770636645661,-28.078115141386025,3.33,1.5,,,,84.7,2636.0,6.4,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.12,,,,,,,,36,4,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,68.0,0.0,0.062,12fae471-bca7-4c4d-b3bb-93237593fb63
SL,2021-09-28,83.4,-1.09,5.67,"Buehler, Walker",571976,621111,,swinging_strike,,,,,3,"Wil Myers grounds into a double play, third baseman Justin Turner to second baseman Trea Turner to first baseman Max Muncy.   Eric Hosmer out at 2nd.    Wil Myers out at 1st.",R,R,R,LAD,SD,S,,,1,1,2021,1.05,0.08,0.32,3.27,,,543333.0,0,5,Top,,,,,669257,,,1.1794553541456598,-121.54140490008932,0.7513050116353157,10.195515024302331,23.677945614374064,-31.741201608727145,3.49,1.6,,,,83.6,2655.0,6.3,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.21,,,,,,,,36,3,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,75.0,0.0,-0.099,59164eaa-5235-4697-92b5-45306282666a
SI,2021-09-28,95.2,-1.27,5.4,"Buehler, Walker",571976,621111,,foul,,,,,13,"Wil Myers grounds into a double play, third baseman Justin Turner to second baseman Trea Turner to first baseman Max Muncy.   Eric Hosmer out at 2nd.    Wil Myers out at 1st.",R,R,R,LAD,SD,S,,,1,0,2021,-1.17,1.09,-1.17,2.51,,,543333.0,0,5,Top,,,,,669257,,,2.8939601966314887,-138.7328959589367,-4.43495304017975,-15.730585205936574,29.30016732775227,-17.26498448792726,3.49,1.6,6.0,79.8,-23.0,95.7,2223.0,6.4,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.11,,,,,,,,36,2,Sinker,2,0,0,2,0,2,0,2,Infield shift,Standard,210.0,0.0,-0.073,1ec21d1e-7b25-4ec8-b5fe-2ff06cd0abae
FC,2021-09-28,91.4,-0.78,5.73,"Buehler, Walker",571976,621111,,ball,,,,,14,"Wil Myers grounds into a double play, third baseman Justin Turner to second baseman Trea Turner to first baseman Max Muncy.   Eric Hosmer out at 2nd.    Wil Myers out at 1st.",R,R,R,LAD,SD,B,,,0,0,2021,0.42,0.94,1.2,1.65,,,543333.0,0,5,Top,,,,,669257,,,4.106709981843037,-133.07476842657493,-6.547552799333591,4.303238454374409,24.137790134963577,-19.82071231755556,3.29,1.55,,,,92.2,2513.0,6.4,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.1,,,,,,,,36,1,Cutter,2,0,0,2,0,2,0,2,Infield shift,Standard,177.0,0.0,0.057,0a268442-5d91-431f-96c7-b33a9401a751
FF,2021-09-28,95.2,-0.9,5.69,"Buehler, Walker",592518,621111,force_out,hit_into_play,,,,,6,"Manny Machado grounds into a force out, shortstop Corey Seager to second baseman Trea Turner.   Jake Cronenworth out at 2nd.",R,R,R,LAD,SD,X,6.0,ground_ball,0,0,2021,-0.28,1.16,0.51,2.77,,,630105.0,2,1,Top,109.78,142.88,,,669257,,,4.324263000705198,-138.66656955596443,-4.681978561253128,-4.617891418107461,29.894355817697654,-16.300114806882018,3.49,1.6,40.0,114.4,-2.0,95.4,2119.0,6.3,632318,621111,669257,571970,607208,457759,608369,572041,666158,605141,54.23,0.52,0.478,0.0,1.0,0.0,0.0,4.0,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,201.0,0.022,-0.227,be5d0a72-f17e-41b6-a618-0f52f05f1b90
FF,2021-09-22,94.8,-1.0,5.77,"Buehler, Walker",608566,621111,double,hit_into_play,,,,,3,German Marquez doubles (5) on a sharp line drive to center fielder Mookie Betts.   C.J. Cron scores.    Ryan McMahon scores.,R,R,R,COL,LAD,X,8.0,line_drive,1,1,2021,-0.02,1.0,0.42,3.0,543068.0,,641857.0,2,4,Bot,171.99,56.22,,,669257,,,3.761645502152503,-138.27904295767584,-3.9611784201086206,-0.9452399497783284,23.73374448587937,-18.56617264824248,3.41,1.56,370.0,100.6,21.0,95.9,2142.0,6.3,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.23,0.48,0.617,1.25,1.0,1.0,1.0,5.0,36,3,4-Seam Fastball,3,3,3,3,3,5,5,3,Strategic,Strategic,194.0,0.224,1.472,eecac59d-6f79-4806-b2d6-1988a32d5877
KC,2021-09-22,80.0,-0.72,5.69,"Buehler, Walker",608566,621111,,blocked_ball,,,,,14,German Marquez doubles (5) on a sharp line drive to center fielder Mookie Betts.   C.J. Cron scores.    Ryan McMahon scores.,R,R,R,COL,LAD,B,,,0,1,2021,0.89,-0.9,2.56,-0.65,543068.0,,641857.0,2,4,Bot,,,,,669257,,,5.595114066955947,-116.49896032120382,-5.691894726036901,7.1951488099174,19.742365242807463,-39.65096685714612,3.29,1.52,,,,81.0,2656.0,6.7,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,53.81,,,,,,,,36,2,Knuckle Curve,3,3,3,3,3,3,3,3,Strategic,Strategic,36.0,0.0,0.062,acb25b4b-6789-4e15-a5ed-809b3ffc7aef
FF,2021-09-22,95.4,-1.02,5.77,"Buehler, Walker",608566,621111,,foul,,,,,2,German Marquez doubles (5) on a sharp line drive to center fielder Mookie Betts.   C.J. Cron scores.    Ryan McMahon scores.,R,R,R,COL,LAD,S,,,0,0,2021,-0.18,1.24,0.04,2.96,543068.0,,641857.0,2,4,Bot,,,,,669257,,,3.202746464076068,-139.01578022572355,-4.660063209732395,-2.98979473687033,25.69926534970346,-15.156236093543772,3.41,1.56,237.0,74.4,39.0,96.3,2334.0,6.4,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.14,,,,,,,,36,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Strategic,198.0,0.0,-0.068,dba0de82-2bbe-4f6d-82ad-97c058bf5730
CH,2021-09-22,90.4,-1.37,5.43,"Buehler, Walker",656541,621111,strikeout,swinging_strike,,,,,4,Sam Hilliard strikes out swinging.,R,L,R,COL,LAD,S,2.0,,3,2,2021,-0.77,0.23,-0.4,2.34,543068.0,,641857.0,1,4,Bot,,,,,669257,,,4.055435335922739,-131.80169078024818,-2.3983526885372544,-9.827213015307004,21.248202115326517,-29.266663341140355,3.58,1.68,,,,91.3,1518.0,6.2,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.28,,,0.0,1.0,0.0,0.0,,35,7,Changeup,3,3,3,3,3,3,3,3,Standard,Standard,233.0,-0.078,-0.64,6497a31b-6834-4b43-a90d-e32d04180595
FF,2021-09-22,95.0,-1.28,5.63,"Buehler, Walker",656541,621111,,foul,,,,,1,Sam Hilliard strikes out swinging.,R,L,R,COL,LAD,S,,,3,2,2021,-0.3,1.06,-0.75,3.11,543068.0,,641857.0,1,4,Bot,,,,,669257,,,2.065908795190526,-138.54388191773955,-3.4639161280796698,-4.349083738407276,23.88540718891288,-17.900617768208317,3.58,1.68,263.0,76.4,43.0,96.0,2314.0,6.3,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.24,,,,,,,,35,6,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,200.0,0.0,0.0,a26752ee-e73c-4c1c-87ff-f9370650c53f
FC,2021-09-22,90.8,-1.36,5.36,"Buehler, Walker",656541,621111,,ball,,,,,14,Sam Hilliard strikes out swinging.,R,L,R,COL,LAD,B,,,2,2,2021,0.61,0.35,1.34,1.56,543068.0,,641857.0,1,4,Bot,,,,,669257,,,5.460119113217362,-132.331949579649,-4.4935596841539365,6.401101618281649,21.364039868177205,-27.465878446282623,3.72,1.87,,,,91.9,2543.0,6.3,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.16,,,,,,,,35,5,Cutter,3,3,3,3,3,3,3,3,Standard,Standard,170.0,0.0,0.11,b40f0221-e4da-43d2-ad50-9d8e00f82583
FF,2021-09-22,95.0,-1.23,5.69,"Buehler, Walker",656541,621111,,ball,,,,,11,Sam Hilliard strikes out swinging.,R,L,R,COL,LAD,B,,,1,2,2021,-0.36,1.07,-0.25,3.97,543068.0,,641857.0,1,4,Bot,,,,,669257,,,3.345826815719101,-138.5825978927293,-1.3741958317973872,-5.27580821035122,24.25460267269466,-18.127327250061988,3.74,1.89,,,,95.8,2345.0,6.1,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.38,,,,,,,,35,4,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,205.0,0.0,0.095,06022e58-7690-4f12-a66d-3c4ef500549d
FC,2021-09-22,91.1,-1.13,5.53,"Buehler, Walker",656541,621111,,foul,,,,,14,Sam Hilliard strikes out swinging.,R,L,R,COL,LAD,S,,,1,1,2021,0.54,0.49,1.11,2.44,543068.0,,641857.0,1,4,Bot,,,,,669257,,,4.469129454379249,-132.85295841883516,-3.0340290852571736,5.678052161462799,23.74863151928785,-25.94921731883732,3.58,1.68,40.0,82.2,-1.0,92.0,2483.0,6.3,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.15,,,,,,,,35,3,Cutter,3,3,3,3,3,3,3,3,Infield shift,Standard,178.0,0.0,-0.162,66384908-2364-42f2-85b5-547ed12bd594
FF,2021-09-22,95.6,-1.01,5.83,"Buehler, Walker",656541,621111,,called_strike,,,,,13,Sam Hilliard strikes out swinging.,R,L,R,COL,LAD,S,,,1,0,2021,-0.36,1.1,-0.85,2.13,543068.0,,641857.0,1,4,Bot,,,,,669257,,,1.2205312839803248,-139.30624233587298,-6.689233887052621,-4.983446187057389,26.654372203438644,-16.585541236370595,3.54,1.79,,,,96.1,2330.0,6.2,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.32,,,,,,,,35,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Standard,192.0,0.0,-0.125,35d855c4-67d5-476d-b1c0-63ae7877f570
CH,2021-09-22,90.8,-1.48,5.41,"Buehler, Walker",656541,621111,,ball,,,,,13,Sam Hilliard strikes out swinging.,R,L,R,COL,LAD,B,,,0,0,2021,-0.81,0.22,-0.9,1.72,543068.0,,641857.0,1,4,Bot,,,,,669257,,,3.1917956633257734,-132.38533429285985,-3.907186461543655,-10.2366072160164,24.43209575282897,-29.043033883457493,3.78,1.89,,,,91.4,1392.0,6.2,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.28,,,,,,,,35,1,Changeup,3,3,3,3,3,3,3,3,Infield shift,Standard,240.0,0.0,0.059,5a255a0f-bd02-4e63-a32c-c1442fa46f4d
FF,2021-09-22,95.5,-0.84,5.81,"Buehler, Walker",553869,621111,field_out,hit_into_play,,,,,3,Elias Diaz flies out to right fielder Luke Raley.   C.J. Cron to 3rd.,R,R,R,COL,LAD,X,9.0,fly_ball,1,2,2021,-0.18,1.19,0.47,3.31,,543068.0,641857.0,0,4,Bot,196.02,82.94,,,669257,,,3.8719881265562233,-139.21750469981,-3.7642996797398447,-3.09487209521964,25.38857791303459,-15.933930122001756,3.41,1.56,334.0,94.3,42.0,96.5,2275.0,6.4,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.15,0.014,0.024,0.0,1.0,0.0,0.0,3.0,34,6,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Strategic,193.0,-0.025,-0.397,17415a0d-372a-4f0c-9654-e1466f31226d
SL,2021-09-22,83.9,-1.0,5.8,"Buehler, Walker",553869,621111,,foul,,,,,12,Elias Diaz flies out to right fielder Luke Raley.   C.J. Cron to 3rd.,R,R,R,COL,LAD,S,,,1,2,2021,0.98,-0.2,0.94,3.14,,543068.0,641857.0,0,4,Bot,,,,,669257,,,2.539679002325941,-122.2836076312728,0.5570370684251282,9.491194990858348,21.54836622523531,-34.46475249311695,3.41,1.56,137.0,68.7,18.0,84.6,2610.0,6.4,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.09,,,,,,,,34,5,Slider,3,3,3,3,3,3,3,3,Standard,Strategic,69.0,0.0,0.0,6255956c-479e-4be5-bf7a-1eaa7cd3f252
FF,2021-09-22,95.0,-0.81,5.81,"Buehler, Walker",553869,621111,,foul,,,,,12,Elias Diaz flies out to right fielder Luke Raley.   C.J. Cron to 3rd.,R,R,R,COL,LAD,S,,,1,2,2021,-0.08,1.25,0.39,3.61,,543068.0,641857.0,0,4,Bot,,,,,669257,,,3.3316809852198195,-138.4888256814926,-2.9887932605238534,-1.6660771687783975,26.66010631302461,-15.578157251026456,3.41,1.56,283.0,86.9,50.0,95.9,2334.0,6.4,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.07,,,,,,,,34,4,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Strategic,208.0,0.0,0.0,c99714f7-a133-4863-b25a-6a366b9384b7
SL,2021-09-22,84.4,-1.05,5.67,"Buehler, Walker",553869,621111,,swinging_strike,,,,,6,Elias Diaz flies out to right fielder Luke Raley.   C.J. Cron to 3rd.,R,R,R,COL,LAD,S,,,1,1,2021,1.49,-0.03,0.68,2.16,,543068.0,641857.0,0,4,Bot,,,,,669257,,,1.058913014796803,-123.02627231498292,-1.783000704334094,14.94659541126757,23.48903938253573,-32.33647139861691,3.41,1.56,,,,84.6,2792.0,6.2,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.25,,,,,,,,34,3,Slider,3,3,3,3,3,3,3,3,Standard,Strategic,66.0,0.0,-0.126,5f25b064-a8a2-4ab8-945d-9dd5cdb264f0
FF,2021-09-22,95.8,-1.05,5.82,"Buehler, Walker",553869,621111,,ball,,,,,11,Elias Diaz flies out to right fielder Luke Raley.   C.J. Cron to 3rd.,R,R,R,COL,LAD,B,,,0,1,2021,-0.2,1.22,-0.78,3.7,,543068.0,641857.0,0,4,Bot,,,,,669257,,,1.1621566893723076,-139.65314310799425,-2.866695802900193,-2.8273305488251057,26.25135271575509,-15.668134280385017,3.1,1.43,,,,96.7,2349.0,6.3,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.17,,,,,,,,34,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Strategic,200.0,0.0,0.084,81af40d7-7c5c-4617-9b9c-bc3040e5fff5
SL,2021-09-22,84.0,-1.08,5.55,"Buehler, Walker",553869,621111,,swinging_strike,,,,,14,Elias Diaz flies out to right fielder Luke Raley.   C.J. Cron to 3rd.,R,R,R,COL,LAD,S,,,0,0,2021,1.34,0.07,1.31,1.13,,543068.0,641857.0,0,4,Bot,,,,,669257,,,2.8834455722981565,-122.43883658027664,-4.035017891934269,13.028940017804953,22.4217672734892,-30.91956286251482,3.41,1.56,,,,84.4,2791.0,6.3,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.2,,,,,,,,34,1,Slider,3,3,3,3,3,3,3,3,Standard,Strategic,64.0,0.0,-0.101,50f7b3ab-8f3f-4c13-ac86-81a62e873c8e
CH,2021-09-22,91.8,-1.55,5.42,"Buehler, Walker",641857,621111,single,hit_into_play,,,,,7,Ryan McMahon singles on a sharp ground ball to left fielder Gavin Lux.   Charlie Blackmon scores.    Trevor Story scores.    C.J. Cron to 2nd.,R,L,R,COL,LAD,X,7.0,ground_ball,2,2,2021,-0.89,0.38,-0.65,2.14,453568.0,596115.0,543068.0,0,4,Bot,103.76,142.27,,,669257,,,4.20781196066732,-133.75729798677276,-3.364789867803043,-11.623126399286114,23.151625848692003,-27.18473264091576,3.47,1.59,10.0,100.8,-12.0,92.4,1504.0,6.2,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.34,0.191,0.172,0.9,1.0,1.0,0.0,2.0,33,5,Changeup,1,3,1,3,3,3,3,3,Standard,Strategic,238.0,0.139,1.182,24e4e04c-4c3a-40c9-8daf-c3e5904cd46a
FF,2021-09-22,95.0,-0.95,5.81,"Buehler, Walker",641857,621111,,ball,,,,,12,Ryan McMahon singles on a sharp ground ball to left fielder Gavin Lux.   Charlie Blackmon scores.    Trevor Story scores.    C.J. Cron to 2nd.,R,L,R,COL,LAD,B,,,1,2,2021,-0.12,1.16,0.25,4.89,453568.0,596115.0,543068.0,0,4,Bot,,,,,669257,,,3.412054151412222,-138.50556121269216,0.5574185978403541,-2.2424049514619204,25.941337061044837,-17.360020029413214,3.59,1.69,,,,95.7,2374.0,6.2,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.3,,,,,,,,33,4,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,191.0,0.0,0.104,73d63c1f-1915-466a-beb8-e6f0320c61d0
CH,2021-09-22,90.2,-1.46,5.51,"Buehler, Walker",641857,621111,,foul,,,,,5,Ryan McMahon singles on a sharp ground ball to left fielder Gavin Lux.   Charlie Blackmon scores.    Trevor Story scores.    C.J. Cron to 2nd.,R,L,R,COL,LAD,S,,,1,1,2021,-0.87,0.04,0.11,2.28,453568.0,596115.0,543068.0,0,4,Bot,,,,,669257,,,5.739822641285836,-131.50521271472925,-2.309322219391625,-11.182806963172586,22.183733303715933,-31.45290959214332,3.47,1.59,,,,90.9,1586.0,6.2,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.35,,,,,,,,33,3,Changeup,1,3,1,3,3,1,1,3,Standard,Strategic,233.0,0.0,-0.197,7d8c8d6a-a333-4b85-8e6c-33607599399a
FF,2021-09-22,95.5,-1.02,5.7,"Buehler, Walker",641857,621111,,foul,,,,,9,Ryan McMahon singles on a sharp ground ball to left fielder Gavin Lux.   Charlie Blackmon scores.    Trevor Story scores.    C.J. Cron to 2nd.,R,L,R,COL,LAD,S,,,1,0,2021,-0.35,1.2,0.3,1.76,453568.0,596115.0,543068.0,0,4,Bot,,,,,669257,,,4.267086465829037,-139.02151135399342,-7.568744877682553,-5.463551392867173,26.41217365027176,-15.154024262243762,3.47,1.59,1.0,85.0,-52.0,96.4,2436.0,6.4,632394,621111,669257,571970,607208,457759,608369,666158,605141,670042,54.05,,,,,,,,33,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Strategic,202.0,0.0,-0.13,3772d5c9-7d3d-4c47-bb72-818a7c04898c
